Time,EEG Signal,Emotion
42.32421875,-0.8315178006629135,sad
38.48046875,-1.54637081303164,anger
3.75,1.0,fear
57.2734375,-0.80299730742267,fear
49.9140625,2.136162528575271,fear
2.69921875,-1.5410697140387868,emotional
51.703125,-2.947309789076887,fear
59.0703125,0.14130192866668556,sad
52.40625,2.0136697460625212,happy
33.2109375,2.18379497335719,sad
39.578125,0.7723429843445802,emotional
53.36328125,-0.34146570317668445,happy
58.26953125,0.08700711394719973,sad
33.08203125,1.8411588948847484,sad
17.82421875,-0.9419021061938043,emotional
59.859375,-0.6124759809117207,happy
27.5390625,0.5225094297985886,emotional
28.33203125,-0.021259751025883844,emotional
49.19921875,-0.22051646732300995,sad
19.07421875,-0.32457661164568385,fear
46.08984375,-1.7024395365924647,fear
43.0,-3.918473609664114e-13,anger
10.1953125,-0.28561025067833873,emotional
15.94921875,-0.9948878966162111,sad
15.31640625,0.7761606378374017,anger
26.96484375,-0.1831570491411511,happy
32.47265625,-0.31766796221277926,fear
36.37109375,-0.4646863309756819,emotional
59.18359375,-0.7761606378380386,anger
47.51171875,-2.481154748154825,fear
40.359375,0.6629392246050881,anger
5.40625,2.013669746062929,happy
41.890625,-2.5482739556274914,fear
36.30859375,0.3324009517752028,fear
21.23046875,-0.2756083777799929,fear
55.83984375,-0.2320649977315391,anger
45.98046875,-1.0618346051523555,happy
8.34375,0.5994561836898874,happy
39.28125,-0.9807852804032317,fear
28.69140625,-2.3948194647468544,happy
14.59375,-2.013669746063032,happy
1.72265625,-1.0927850941985218,sad
52.140625,-0.6629392246055389,anger
38.015625,2.0705754939549927,emotional
48.50390625,1.1251132113131725,anger
45.16015625,-0.580303033943712,happy
56.2578125,-0.3926935401359444,fear
8.1484375,0.8734278804653978,emotional
34.82421875,1.0145447725488785,anger
45.66796875,0.024770636117105282,fear
32.04296875,0.6369670320665307,sad
2.5,-9.698137491324691e-16,anger
32.99609375,-1.0581139031520541,sad
41.8046875,1.2458445227321233,sad
28.07421875,0.5890734982785619,sad
22.00390625,1.3859358715752403,happy
55.27734375,-1.1553507522136162,fear
8.0,-8.817456953860942e-14,sad
6.7890625,2.4363901012630333,emotional
2.5859375,2.1361625285754986,fear
2.1171875,-1.3737624396642687,anger
12.09765625,0.6525608402914469,sad
27.36328125,0.0833708514253435,emotional
11.6328125,-0.04756548828395864,happy
29.44921875,0.994887896616254,sad
29.51171875,2.2929786911242998,anger
16.140625,0.12933302680536268,emotional
8.46484375,0.032721867698091045,sad
19.484375,-2.070575493954901,emotional
54.7265625,0.8029973074218418,fear
33.96484375,-0.032721867697418805,sad
40.1796875,-1.1176313087093244,anger
48.51171875,2.2929786911241257,anger
21.6328125,0.04045112270865858,anger
21.59375,6.511458039426543e-14,anger
2.359375,0.6629392246050951,anger
14.53515625,0.07324507663630087,anger
39.06640625,-0.017352907484052715,fear
49.53515625,-0.19088000616187062,fear
20.55859375,-0.4933367612148384,sad
55.1953125,1.7357966893646473,fear
31.3203125,-1.563462077850725,fear
56.73046875,-0.20695196317431608,happy
24.83984375,-0.4072434658858421,emotional
1.2734375,0.4789218198471067,sad
8.46875,0.08979021355164951,emotional
46.5625,-0.15851266778059125,sad
58.91015625,1.7503613755799468,emotional
4.62109375,1.3584794575239152,sad
1.20703125,1.7275571319329943,sad
12.625,1.0103029524088925e-13,happy
9.4375,-5.029310301551959e-14,anger
26.2109375,2.1837949733570436,sad
35.22265625,-1.155350752214678,fear
38.12890625,-0.2083100992429575,sad
13.078125,0.7723429843443619,emotional
12.05078125,-0.09778100845309382,happy
56.5234375,0.8457239503860979,anger
58.7578125,-0.6351118511956385,happy
51.33203125,-0.024770636115652445,fear
56.26171875,0.21666871170509916,sad
13.4921875,-2.2980510758008847,happy
